400.0,400.0,90.0
400.0,401.0,90.0
400.0,402.0,90.0
400.0,403.0,90.0
400.0,404.0,90.0
400.0,405.0,90.0
400.0,406.0,90.0
400.0,407.0,90.0
400.0,408.0,90.0
400.0,409.0,90.0
400.0,410.0,90.0
400.0,411.0,90.0
400.0,412.0,90.0
400.0,413.0,90.0
400.0,414.0,90.0
400.0,415.0,90.0
400.0,416.0,90.0
400.0,417.0,90.0
400.0,418.0,90.0
400.0,419.0,90.0
400.0,420.0,90.0
400.0,421.0,90.0
400.0,422.0,90.0
400.0,423.0,90.0
400.0,424.0,90.0
400.0,425.0,90.0
400.0,426.0,90.0
400.0,427.0,90.0
400.0,428.0,90.0
400.0,429.0,90.0
400.0,430.0,90.0
400.0,431.0,90.0
400.0,432.0,90.0
400.0,433.0,90.0
400.0,434.0,90.0
400.0,435.0,90.0
400.0,436.0,90.0
400.0,437.0,90.0
400.0,438.0,90.0
400.0,439.0,90.0
400.0,440.0,90.0
400.0,441.0,90.0
400.0,442.0,90.0
400.0,443.0,90.0
400.0,444.0,90.0
400.0,445.0,90.0
400.0,446.0,90.0
400.0,447.0,90.0
400.0,448.0,90.0
400.0,449.0,90.0
400.0,450.0,90.0
400.0,451.0,90.0
400.0,452.0,90.0
400.0,453.0,90.0
400.0,454.0,90.0
400.0,455.0,90.0
400.0,456.0,90.0
400.0,457.0,90.0
400.0,458.0,90.0
400.0,459.0,90.0
400.0,460.0,90.0
400.0,461.0,90.0
400.0,462.0,90.0
400.0,463.0,90.0
400.0,464.0,90.0
400.0,465.0,90.0
400.0,466.0,90.0
400.0,467.0,90.0
400.0,468.0,90.0
400.0,469.0,90.0
400.0,470.0,90.0
400.0,471.0,90.0
400.0,472.0,90.0
400.0,473.0,90.0
400.0,474.0,90.0
400.0,475.0,90.0
400.0,476.0,90.0
400.0,477.0,90.0
400.0,478.0,90.0
400.0,479.0,90.0
400.0,480.0,90.0
400.0,481.0,90.0
400.0,482.0,90.0
400.0,483.0,90.0
400.0,484.0,90.0
400.0,485.0,90.0
400.0,486.0,90.0
400.0,487.0,90.0
400.0,488.0,90.0
400.0,489.0,90.0
400.0,490.0,90.0
400.0,491.0,90.0
400.0,492.0,90.0
400.0,493.0,90.0
400.0,494.0,90.0
400.0,495.0,90.0
400.0,496.0,90.0
400.0,497.0,90.0
400.0,498.0,90.0
400.0,499.0,90.0
400.0,500.0,90.0
400.0,501.0,90.0
400.0,502.0,90.0
400.0,503.0,90.0
400.0,504.0,90.0
400.0,505.0,90.0
400.0,506.0,90.0
400.0,507.0,90.0
400.0,508.0,90.0
400.0,509.0,90.0
400.0,510.0,90.0
400.0,511.0,90.0
400.0,512.0,90.0
400.0,513.0,90.0
400.0,514.0,90.0
400.0,515.0,90.0
400.0,516.0,90.0
400.0,517.0,90.0
400.0,518.0,90.0
400.0,519.0,90.0
400.0,520.0,90.0
400.0,521.0,90.0
400.0,522.0,90.0
400.0,523.0,90.0
400.0,524.0,90.0
400.0,525.0,90.0
400.0,526.0,90.0
400.0,527.0,90.0
400.0,528.0,90.0
400.0,529.0,90.0
400.0,530.0,90.0
400.0,531.0,90.0
400.0,532.0,90.0
400.0,533.0,90.0
400.0,534.0,90.0
400.0,535.0,90.0
400.0,536.0,90.0
400.0,537.0,90.0
400.0,538.0,90.0
400.0,539.0,90.0
400.0,540.0,90.0
400.0,541.0,90.0
400.0,542.0,90.0
400.0,543.0,90.0
400.0,544.0,90.0
400.0,545.0,90.0
400.0,546.0,90.0
400.0,547.0,90.0
400.0,548.0,90.0
400.0,549.0,90.0
400.0,550.0,90.0
400.0,551.0,90.0
400.0,552.0,90.0
400.0,553.0,90.0
400.0,554.0,90.0
400.0,555.0,90.0
400.0,556.0,90.0
400.0,557.0,90.0
400.0,558.0,90.0
400.0,559.0,90.0
400.0,560.0,90.0
400.0,561.0,90.0
400.0,562.0,90.0
400.0,563.0,90.0
400.0,564.0,90.0
400.0,565.0,90.0
400.0,566.0,90.0
400.0,567.0,90.0
400.0,568.0,90.0
400.0,569.0,90.0
400.0,570.0,90.0
400.0,571.0,90.0
400.0,572.0,90.0
400.0,573.0,90.0
400.0,574.0,90.0
400.0,575.0,90.0
400.0,576.0,90.0
400.0,577.0,90.0
400.0,578.0,90.0
400.0,579.0,90.0
400.0,580.0,90.0
400.0,581.0,90.0
400.0,582.0,90.0
400.0,583.0,90.0
400.0,584.0,90.0
400.0,585.0,90.0
400.0,586.0,90.0
400.0,587.0,90.0
400.0,588.0,90.0
400.0,589.0,90.0
400.0,590.0,90.0
400.0,591.0,90.0
400.0,592.0,90.0
400.0,593.0,90.0
400.0,594.0,90.0
400.0,595.0,90.0
400.0,596.0,90.0
400.0,597.0,90.0
400.0,598.0,90.0
400.0,599.0,90.0
400.0,599.0,90.0
400.26794919243116,600.0,90.0
400.5358983848622,601.0,90.0
400.80384757729337,602.0,90.0
401.07179676972453,603.0,90.0
401.3397459621556,604.0,90.0
401.60769515458674,605.0,90.0
401.8756443470179,606.0,90.0
402.14359353944894,607.0,90.0
402.4115427318801,608.0,90.0
402.67949192431126,609.0,90.0
402.9474411167423,610.0,90.0
403.2153903091735,611.0,90.0
