655.7184,320.9103,90.0
759.6167999999999,362.1981,90.0
853.8,402.7875,90.0
938.6711999999999,442.69289999999995,90.0
1014.6336000000001,481.92870000000005,90.0
1082.0904000000003,520.5093,90.0
1141.4448,558.4491,90.0
1193.1,595.7625,90.0
1237.4592,632.4639,90.0
1274.9256000000003,668.5677000000001,90.0
1305.9024000000002,704.0883000000001,90.0
1330.7928,739.0401,90.0
1350.0,773.4375,90.0
1363.9271999999999,807.2948999999999,90.0
1372.9776,840.6267,90.0
1377.5544,873.4472999999998,90.0
1378.0607999999995,905.7710999999999,90.0
1374.8999999999996,937.6124999999998,90.0
1368.4752,968.9859,90.0
1359.1896,999.9057,90.0
1347.4464,1030.3863,90.0
1333.6488000000002,1060.4421000000002,90.0
1318.2,1090.0875,90.0
1301.5032,1119.3369000000002,90.0
1283.9616,1148.2047,90.0
1265.9784,1176.7052999999999,90.0
1247.9568,1204.8530999999998,90.0
1230.2999999999997,1232.6625,90.0
1213.4112,1260.1479000000002,90.0
1197.6936,1287.3237000000001,90.0
1183.5504,1314.2042999999999,90.0
1171.3847999999998,1340.8040999999998,90.0
1161.6,1367.1374999999998,90.0
1154.5991999999999,1393.2188999999998,90.0
1150.7856,1419.0627,90.0
1150.5624,1444.6833,90.0
1154.3328000000001,1470.0951,90.0
1162.5,1495.3125,90.0
1175.4672,1520.3498999999997,90.0
1193.6376,1545.2217,90.0
1217.4144,1569.9423,90.0
1247.2008,1594.5261,90.0
1283.4,1618.9875000000002,90.0
1326.4152,1643.3409,90.0
1376.6496,1667.6007,90.0
1434.5064000000002,1691.7813,90.0
1500.3888000000002,1715.8971000000001,90.0
1574.7000000000003,1739.9625,90.0
1657.8431999999998,1763.9919,90.0
1750.2215999999999,1787.9997,90.0
